name,skin_type,date,date_original,comment
tiaintania,"Oily, Medium, Neutral",2025-05-30,30 May 2025,"skintific ini dapat melembabkan dan mencerahkan kulit wajah, serta dapat menenangkan jerawat ataupun kemerahan pada wajah, bisa dipakai setelah cuci muka pagi bahkan sebelum tidur atau malam hari saat skincare-an di malam hari"
AmeliaShakyAndara,"Combination, Light, Cool",2025-05-30,30 May 2025,"mousturazer skintific bagus untuk semua jenis kulit karena sebagus itu produk nya😭😭 harga sangat terjangkau untuk semua kalangan karena harga pun menentukan produk yang sebagus ini, yuk beli juga produk nya aku rekomendasi untuk kalian"
aufaa12,"Combination, Medium, Neutral",2025-05-30,30 May 2025,bagus melembapkan dan mencerahkan muka jadi plumpy lumayan mencerahkan selama make kayak ringan gitu tapi kalo dilayering suka jerawat bagus deh pokoknya jangan lupa coba ya teman teman rekomen bangett buat kulit berminyak juga okeeee
ikfinity,"Dry, Medium, Neutral",2025-05-30,30 May 2025,moisturizer ini bener-bener works di aku yg punya kulit kering dan sensitive. feelsnya juga ringan dan cepat nyerap ke kulit. ngelembabinnya dapet bgt. cocok juga buat dipake abis exfoliasi. udah 2 tahun pake mois ini bener-bener sukaa❤️
hoshiawa,"Oily, Medium Dark, Neutral",2025-05-30,30 May 2025,"aku suka banget moist iniii, setelah dipake rasanya adem, calming, dan hydrated bangeettttt, sangat worth it, gak nyesel sama sekali nyoba nyoba pake iniii. apalagi klo dipake setelah exfoliasi jadii nyaman bangett, buat skintype combi ini cocok bgt menurutku❤️"
raisazeine,"Combination, Medium Light, Warm",2025-05-30,30 May 2025,"overall recommended, tekstur ringan, cepat meresap, non comedogenic, soothing, gaada bau yang mengganggu, untuk hasil pori yang lebih kecil kayanya butuh waktu yang lama, tapi overall cukup rekomen, kalo di pakai serangkaian pasti lebih ok"
Sherly2904,"Combination, Medium, Neutral",2025-05-30,30 May 2025,cocok banget di kulit saya karena dari awal pakai selalu pake ini karna sangat cocok di kulut saya ga bikin kulit kering dan juga bikin kulit semakin glowing dan juga cerah ga akan bikin kulit berminyak juga makanya saya pakai ini selalu ....
Nurinayah18,"Dry, Medium, Neutral",2025-05-30,30 May 2025,Moisturizer yang ringan cocok di gunakan untuk kulit kering dan bisa melembabkan kulit wajah. Cocok di gunakan untuk sehari-hari. Bisa memperbaiki kulit barier yang rusak menjadi bagus kembali. Dan cocok untuk pemula moistirizernya.
annisamulwidhi,"Oily, Medium, Neutral",2025-05-30,30 May 2025,"Skintific Barrier Moisture Gel ini pelembab favorite ku, karena mampu membantu mengurangi kemerahan dan melembabkan kulit sehingga kulitku jadi terasa lembut, selain itu, teksturnya yg ringan dan tidak berminyak cocok sekali dengan tipe kulit ku yg berminyak, top deh pokoknya meskipun harganya sedikit mahal tapi sangat worth it dengan hasilnya, kemasannya juga aman dibawa kemana2 krn cukup tebal dan ga mudah terbuka"
Shila_Rizkya,"Oily, Medium, Neutral",2025-05-30,30 May 2025,"Skintific 5X Ceramide Moisturizer (biru) cocok untuk semua jenis kulit. Teksturnya ringan, cepat meresap, dan tidak lengket. Kandungan ceramide, centella, dan hyaluronic acid bantu melembapkan, menenangkan, serta memperbaiki skin barrier. Bebas alkohol & fragrance, aman untuk kulit sensitif."
Sintyanzsktj12,"Normal, Light, Cool",2025-05-30,30 May 2025,"Moisturizer ajibb bangett sihh. Dia bisa ngembaliin barier kita, menghilangkan bruntusan dan bekas jerawat. Ini ada yang gedenya gak sih? Rasanya pingin beli yang gedenya sekaligus.. Karena nyaman banget, apalagi dia mudah menyerap.... Luvv banget dehh 💗🔥"
mimih_iia,"Normal, Medium, Neutral",2025-05-29,29 May 2025,- Kulit menjadi lebih kenyal dan elastis setelah pakai secara rutin - Produk ini ngebantu mengurangi jerawat dan iritasi pada kulit - Dapat membuat kulit mereka terasa terlalu lembap - Kulit lebih kuat dan tahan terhadap iritasi
hizki_khairani,"Oily, Light, Cool",2025-05-29,29 May 2025,"Belum ada yang bisa mengalahkan produk ini Aku udah pakai sampai 5 jar dan bingung kalau mau ganti, coba dari brand apa karena secocok itu di kulit aku Benar-benar bikin wajah jadi lembut, kenyal & terhidrasi Teksturnya cream yang cepet banget meresap Langsung melting di kulit & meresap"
didaanvr,"Combination, Light, Neutral",2025-05-29,29 May 2025,Ini bener bener produk kecintaan bangettt!! Bener bener bikin lembab dan memperbaiki skin barier aku Kulit aku jadi cakep banget padahal dulu banyak jerawat skrng jadi sembuh Serius deh semua produk skintific itu cakep cakep tau must try!!
Indaharumlestari,"Normal, Medium Light, Warm",2025-05-29,29 May 2025,"Kulit aku kering dan bertekstur karna jarang dirawat, akhirnya aku coba moisturizer skintific 5x ceremide karna temenku yang kulitnya lebih parah bisa better bgt dalam sebulan. Karna teksturnya kental agak jellish, bener2 rehidrasi kulitku. Jerawat jarang muncul. Berasa banget kulitku sehat. Udah repurchase lebih dari 10x dan udah gamau ganti2 brand lain. Luv skintific"
Julliaoktavn,"Dry, Medium, Neutral",2025-05-29,29 May 2025,"Aku suka banget pake moisturizer ini karna selain bagus dia juga bikin lembab kulit aku yg kering ini, kalo mau makeup pun aku pake dia sebagai base aku, bener2 moisturizer kesayangan aku si ini, semua produk skintific aku suka ga bisa lepas"
ilycecil,"Dry, Medium Light, Neutral",2025-05-28,28 May 2025,"bener bagus buat repair skin barrier, awal nya agak skeptis takut kemakan iklan doang… tapi ternyata pas aku coba rutin pake, skin barrier aku membaik dan jarang banget tumbuh jerawat. memang ga sebentar proses nya tapi menurut aku worth it banget dengan harga segitu bisa dapetin kulih sehat, apalagi skin type aku dry :”"
askiayasyifa,"Oily, Light, Cool",2025-05-25,25 May 2025,Selama aku pakai ini beneran super glowing sihh tiap malem rutin paginya auto cakepp bikin muka jadi lembab bgtt plumpy dan yang paling nampoll gaada sama sekali iritasi kemerahan dan jadi jerawatan malah udh lama ga ada jerawat!! rutin moist inii btw banyak manfaat nyaa yaa😍💋
rie_nadisya,"Dry, Medium, Neutral",2025-05-24,24 May 2025,"Jujur sbner nya dh lama pake ini, dan br skrg berani buat review dsni, krna baru keingetan liat foto"" jaman sblm pk ini dan fto skrg beda bgt kulit skrg kliatan lebih sehat dan lembab ga kering lagi yeaayyy, so happy"
dasaarrr,"Combination, Medium, Neutral",2025-05-24,24 May 2025,"Kalo mau bagus emang gak hisa instant, tapi meski ini agak lumayan lama di kulitku karna aku juga kurang mengerti per skincare an, tapi perlahan kulitku mulai membaik, gak lagi kusam dan ngga jerawatan juga, aku cocok pake skintific, selain ini aku juga pake yang brightening"
ekalestari22,"Oily, Medium Light, Neutral",2025-05-24,24 May 2025,"Aku pake produk ini setelah melahirkan Kulit aku jadi jauh lebih baik, walopun masih begadang tapi membantu merawat kulit jadi ga kusam Memperbaiki skin barrier aku selama proses post partum, juga aman untuk bayi, dipakai pagi dan malam hari"
sucinsaa,"Combination, Medium Light, Neutral",2025-05-24,24 May 2025,"Bener bener cocok sih dikulit aku yang awal nya breakout better setelah pake ini sedikit demi sedikit berkurang, nyaman banget dan gampang meresap pas apply makannya sering repurcase sebagus itu di kulitku"
zailanolaf,"Combination, Medium Light, Warm",2025-05-21,21 May 2025,"jujur so far ni moist calming banget aku suka banget!! tetap ceramide di era gempuran panthenol:')) pdhal aku baru move dr skincare paketan dan lgsg pake moist ini. sempat pake l****e karna kemakan review turns out muncul jerawat batu sakit. akhirnya balik lagi ke moist ini<3 tp karna baru sebulanan kadang masih munculin jerawat kecil, but it's getting better!! mau konsisten dulu ke basic skincare ini"
khansaaffh,"Combination, Medium, Neutral",2025-05-20,20 May 2025,awalnya beli yang mini size dulu untuk coba coba ternyata cocok di mukaku yang combination. Memang ini ga langsung bikin ga kering butuh beberapa hari untuk bikin kulitku yang ngelupas lupas jadi so much better. Untuk texturenya gel yang cepet nyerapnya dan aku suka banget wanginya🫶🏻
aprilianaminah,"Normal, Medium Dark, Neutral",2025-05-20,20 May 2025,"Beli yang jar gini ternyata kurang, belum ada sebulan udah abis saking nyaman dan kulitku cocok sama moisturizer ini!! Apalagi pakenya pas kulit lagi rewel trus gatal ini sebagai penyelamat sih, berasa dikasih obat yang mujarab. Rutin pakai kulit langsung sehat lagi ✨️"
desymelinia,"Dry, Medium, Neutral",2025-05-20,20 May 2025,aku pakai produk ini pas menjelang habis baru keliatan efeknya alias pemakaian minggu kedua. menurutku kurang worth it di muka karena efeknya agak lama meskipun nggak ada efek samping. terus juga ga cocok di dompetku meskipun sering ada diskon dari brandnya sendiri. terlalu cepat habis
anaapermata,"Combination, Light, Neutral",2025-05-19,19 May 2025,"kulitku beberapa bulan lalu lagi agak bermasalah, dan kering banget terus aku cobain mosturaizer ini, cuma dimuka aku gak terlalu melembabkan, kalo kulit kamu tipe yang kering banget kaya aku better cobain pake skingame itu lebih nampor dari ini. Tapi ini boleh dicoba ya buat temen temen yang kulit keringnya masih batas wajar (gak kelupas2) kayanya bakal cocok."
Ardhanareswari22,"Dry, Light, Warm",2025-05-04,04 May 2025,Mantap suka banget harusssss cobaaaa semuanyaaa apalagiiiiii kukutnya sensitiv aslii ayo coba semuanyaa bagus lohh sangat ramah untuk kulit kerung terutamaaa Terus juga isinya banyak dan texturenya oke lohh gaiss jadi jangan ragu untuk mencoba yaaa
revaniaselvi,"Normal, Medium Light, Cool",2025-05-04,04 May 2025,"Terbaik dari yang terbaik! sekali coba dan boom banget hasilnya di kulit aku jadi lebih baik teksturnya, plumpy, dan melembabkan banget. Tapi cepet abisnya hehe mungkin karena isinya dikit kali ya. But worth it dan recommended buat hilangin scars!"
adissahasnaa,"Normal, Medium Light, Neutral",2025-05-04,04 May 2025,"moist ini cocok banget untuk kulit sensitif kaya aku. ga bikin perih dan melembabkan banget tapi ga kerasa lengket. aku dah pakai sekitar 1 tahun lebih dan hasilnya oke banget, kulitku jadi terasa lembab, ga ngelupas lagi, ga medah merah lagi. best pokoknya"
farisatr,"Oily, Medium, Neutral",2025-05-04,04 May 2025,"bagus sekali beli ini karna butuh moiusterizur yang cocok untuk habiss exfoo langsung pakee inii jadi kombo yang pas untuk memperbaiki skin berierku, kulitku oily btw jd cuss beliii ajaaa amann kokkk, kalo ga pakai yang pink juga bagusss rekomended bgtt polll"
Ami_Nurhamidah,"Oily, Medium, Neutral",2025-05-04,04 May 2025,"Sudah beberapa kali coba pakai Moisturizer, dari produk skintific pun sudah aku coba yang ceramide dan yang pink, tapi tetep paling oke di wajahku yang ceramide ini. Sejauh pemakaian kulit jadi lebih lembab dan telihat sehat, keras abanget perbedaannya dibanding moist lain"
mbak_en,"Dry, Medium Light, Neutral",2025-05-04,04 May 2025,"Penasaran sama moisturizer skintific yang biru ini krn reviewnya bagus-bagus. Adikku juga pakai yang pink. Cobain travel kit, so amaze kulit aku yg lagi gradakan bisa cepet pulih dalam 1 minggu. Akhirnya ga pake mikir beli yng gede dioren"
Dilahusnia,"Dry, Medium Light, Neutral",2025-05-04,04 May 2025,Pelembap ringan yang bantu perbaiki skin barrier. Kulit terasa lembap dan halus seharian. Cepat meresap tanpa rasa lengket. Cocok untuk kulit sensitif dan bikin kulit lebih sehat. wajib banget buat kalian yg punya kulit kering untuk mencoba produk dari skintific ini.
hertz,"Dry, Medium, Neutral",2025-05-04,04 May 2025,"Aku sudah menggunakan Skintific 5X Ceramide Barrier Repair Moisture Gel selama beberapa bulan, dan sejauh ini hasilnya cukup memuaskan. Teksturnya ringan seperti gel-cream, cepat meresap, dan tidak terasa lengket di kulit. Yang paling aku suka adalah efek melembapkannya yang tahan lama tanpa terasa berat. Setelah rutin pakai, kulitku terasa lebih kenyal dan iritasi berkurang, terutama di area yang sering kering. Karena tidak mengandung alkohol atau pewangi buatan, produk ini juga nyaman dipakai untuk kulit sensitif. Namun, kalau kulitmu super berminyak, mungkin bakal terasa sedikit terlalu lembap."
engelinee,"Oily, Medium Light, Neutral",2025-05-04,04 May 2025,"Pelembap dengan ceramide ini sangat melembapkan tanpa membuat wajah berminyak. Teksturnya ringan, cepat meresap, dan membantu memperbaiki skin barrier. Cocok untuk kulit sensitif dan kering. Nicee and really hapefull 🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡"
arpianivita,"Dry, Medium Light, Cool",2025-05-04,04 May 2025,"Siapa yg nggak tau produk ini. Must have item 😍 Krim pelembap ini memiliki warna bening dan ketika diaplikasikan pada wajah akan terasa lembut. Selain itu, ketika pemakaian cukup sedikit saja karena sudah dapat merata ke seluruh wajah sehingga pemakaian tidak boros. Menariknya lagi, Skintific 5X Ceramide Barrier Repair Moisture Gel ini juga tidak memberikan efek greasy setelah diaplikasikan. Bahkan untuk tipe jenis kulit berminyak, ia akan terasa ringan setelah digunakan karena kemampuan kandungannya yang dapat mengontrol minyak berlebih."
AtaliaAngela_04,"Combination, Medium, Neutral",2025-05-04,04 May 2025,"Aku punya masalah jerawat parah bangettt... Sampai akhirnya aku coba produk ini... Hasilnya memang tidak instan... Tapi di 2 minggu pemakaian bener bener ada hasilnya... Jerawatt hempas semua, bruntusan juga berkurang jauhh........"
khalila3009,"Normal, Medium Light, Neutral",2025-05-04,04 May 2025,"Produknya bagus banget sangat berpengaruh buat kulit tentunya saya dan juga bikin kulit aku ngga kering lembut,enak banget di pake malem bagun pagi kulit ku lembab apalagi kalo ada kemadan yang gede padti makin puas sih, pokoknya wajib di beli"
nabilayrzk,"Normal, Medium, Neutral",2025-05-04,04 May 2025,"moist skintific bagus banget dipakai pas lagi bruntusan yang skin barrier ataupun yang brighteningnya, cowo aku juga ku racunin pakai ini yang awalnya jerawatan parah sekarang udah mendingan bagus banget lah skintific ini nanti cobain yang lain"
putriwnh,"Oily, Medium Light, Neutral",2025-05-04,04 May 2025,moisturizernya cocok untuk kulit sensitif sehingga akan cocok untuk semua jenis kulia. hidrating and calming untuk kulit yang kering setelah terpapar sinar matahari seharian. Overall belum menemukan moisturizer yang seaman dan senyaman ini
taeraa27,"Dry, Medium Light, Neutral",2025-05-04,04 May 2025,"kulit aku yang notabene sensitif jadi berkurang, dan sangat membantu buat pengobatan skin barier, alhamdulillah, l.. tapi skintific emng sengaruh itu sih di muka akuu inii, pokok nya jangan lupa produk ini beneran bagus dan ga bakalan nyesel"
Raneeapr,"Normal, Light, Cool",2025-05-04,04 May 2025,"Moisturiser ternampoll buat redain kemerahan dan bengkak akibat jerawat, cocok dipaduin sama ingridients skincare yang lain. Teksturnya gel jadi gampang menyerap dan anti lengket. Worth it buat all type skin. Must have bangettt…………….."
Ratnanophi,"Dry, Medium, Cool",2025-05-04,04 May 2025,"Berikut contoh review produk moisturizer ""Saya sangat puas dengan moisturizer Skintifik ini! Teksturnya ringan dan mudah meresap, tidak membuat wajah saya terasa berminyak. Setelah menggunakan produk ini, wajah saya terasa lebih lembab dan kenyal. Saya juga suka karena tidak ada reaksi alergi atau iritasi pada wajah saya. Satu-satunya kekurangan adalah harganya sedikit lebih mahal dari yang saya harapkan, tapi worth it dengan hasilnya!"" *Kelebihan:* - Tekstur ringan dan mudah meresap - Melembabkan wajah dengan baik - Tidak menyebabkan reaksi alergi atau iritasi *Kekurangan:* - Harga sedikit lebih mahal *Rekomendasi:* Cocok untuk yang mencari moisturizer yang ringan, melembabkan, dan aman untuk kulit sensitif."
ninikmarini,"Dry, Medium, Neutral",2025-05-04,04 May 2025,Enak dipakai tidaaakk lengkeet diwajahhhhhh Gakkk bikinnnn jerawatannnn dan langsung menyeraaap diwajaaahhh Rekomenn yq guysss buat pakaiii iniiii Hargaaa juga ga mahaaalll mahalll amatttt Produknya nyaman ga bikin kering jugaaaa
Sasaannisa07_,"Dry, Medium, Neutral",2025-05-04,04 May 2025,Bagus untuk melembabkan dan ringan banget dikulit bisa buat kamu yang kulitnya langi kering plusnya juga dia itu ga white case di kulit ga bikin abu-abu aku udah pake dan kebetulan kulit aku kering rekomen buat kalian deh ayo cobain guyyssss
nurulazyy_,"Normal, Medium, Neutral",2025-05-04,04 May 2025,"Pelembap ini dirancang untuk memperbaiki skin barrier dengan kombinasi 5 jenis ceramide, centella asiatica, dan hyaluronic acid. Teksturnya creamy tapi tetap ringan, cocok untuk semua jenis kulit terutama yang sedang mengalami iritasi, kemerahan, atau kering. Setelah pemakaian rutin, kulit terasa lebih lembap, kenyal, dan kemerahan berkurang. Tidak mengandung alkohol atau parfum, jadi aman untuk kulit sensitif."
oshinkrisyana,"Combination, Medium, Neutral",2025-05-04,04 May 2025,"tipee moisturaizerr yangg enak bangettt, inii bantuu bikin jerawatt kuu jadi meredaa, ga merah merah lagii, lembabb banget di kulittt, dann ga beratt kalo di timpa make upp, akuu pake ini 3 bulann kulitnya langsung bagus dan ga ada jerawat tinggal bekas doang"
